N,WIDTH,HEIGHT,FAMILY,FPGA_PART,Frequency,Latency,DSP,LUT,FF,BRAM
1,280,280,kintex7,xc7k355tffg901-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffg901-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffg901-2L,143,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffg901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k355tffg901-2L,143,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffg901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k355tffg901-2L,143,11.981,4,5,0,2
1,280,280,kintex7,xc7k355tffg901-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffg901-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffg901-3,139,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffg901-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k355tffg901-3,139,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffg901-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k355tffg901-3,139,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffg901-3,139,11.981,4,10,0,2
30,1024,1024,kintex7,xc7k355tffg901-3,139,11.633,4,13,0,3
1,280,280,kintex7,xc7k355tffv901-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-1,146,2.192,0,1,0,1
10,320,320,kintex7,xc7k355tffv901-1,137,1.226,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-1,137,3.067,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-1,137,11.991,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-1,137,11.991,4,10,0,2
30,1024,1024,kintex7,xc7k355tffv901-1,137,11.643,4,13,0,3
1,280,280,kintex7,xc7k355tffv901-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffv901-2,143,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-2,143,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-2,143,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-2,143,11.981,4,9,0,2
30,1024,1024,kintex7,xc7k355tffv901-2,143,11.633,4,14,0,3
1,280,280,kintex7,xc7k355tffv901-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffv901-2L,143,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-2L,143,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-2L,143,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-2L,143,11.981,4,9,0,2
30,1024,1024,kintex7,xc7k355tffv901-2L,143,11.633,4,14,0,3
1,280,280,kintex7,xc7k355tffv901-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffv901-3,139,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-3,139,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-3,139,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-3,139,11.981,4,10,0,2
30,1024,1024,kintex7,xc7k355tffv901-3,139,11.633,4,13,0,3
1,280,280,kintex7,xc7k410tfbg676-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tfbg676-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg676-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tfbg900-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg900-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg900-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tfbg900-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg900-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg900-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg900-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-3,139,11.981,3,4,0,2
1,280,280,kintex7,xc7k355tffg901-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffg901-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffg901-3,139,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffg901-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k355tffg901-3,139,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffg901-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k355tffg901-3,139,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffg901-3,139,11.981,4,10,0,2
30,1024,1024,kintex7,xc7k355tffg901-3,139,11.633,4,13,0,3
1,280,280,kintex7,xc7k355tffv901-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-1,146,2.192,0,1,0,1
10,320,320,kintex7,xc7k355tffv901-1,137,1.226,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-1,137,3.067,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-1,137,11.991,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-1,137,11.991,4,10,0,2
30,1024,1024,kintex7,xc7k355tffv901-1,137,11.643,4,13,0,3
1,280,280,kintex7,xc7k355tffv901-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffv901-2,143,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-2,143,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-2,143,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-2,143,11.981,4,9,0,2
30,1024,1024,kintex7,xc7k355tffv901-2,143,11.633,4,14,0,3
1,280,280,kintex7,xc7k355tffv901-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffv901-2L,143,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-2L,143,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-2L,143,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-2L,143,11.981,4,9,0,2
30,1024,1024,kintex7,xc7k355tffv901-2L,143,11.633,4,14,0,3
1,280,280,kintex7,xc7k355tffv901-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k355tffv901-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k355tffv901-3,139,1.222,4,4,0,2
1,512,512,kintex7,xc7k355tffv901-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k355tffv901-3,139,3.062,4,4,0,2
1,1024,1024,kintex7,xc7k355tffv901-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k355tffv901-3,139,11.981,4,5,0,2
20,1024,1024,kintex7,xc7k355tffv901-3,139,11.981,4,10,0,2
30,1024,1024,kintex7,xc7k355tffv901-3,139,11.633,4,13,0,3
1,280,280,kintex7,xc7k410tfbg676-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tfbg676-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg676-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg676-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg676-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg676-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tfbg676-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg676-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg676-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg676-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg676-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tfbg900-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg900-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg900-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tfbg900-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg900-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg900-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbg900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbg900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbg900-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbg900-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbg900-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbg900-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tfbg900-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbg900-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbg900-3,139,11.981,3,4,0,2
1,280,280,kintex7,xc7k410tfbv676-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tfbv676-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tfbv676-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tfbv676-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tfbv676-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv676-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv676-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv676-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv676-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tfbv676-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbv676-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbv676-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbv676-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbv676-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv676-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv676-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv676-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv676-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbv676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbv676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbv676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbv676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbv676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbv676-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbv676-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbv676-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbv676-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tfbv676-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv676-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv676-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv676-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv676-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tfbv900-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tfbv900-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tfbv900-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tfbv900-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tfbv900-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv900-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv900-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv900-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv900-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tfbv900-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbv900-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbv900-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbv900-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbv900-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv900-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv900-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv900-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv900-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbv900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbv900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbv900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbv900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tfbv900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tfbv900-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tfbv900-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tfbv900-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tfbv900-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tfbv900-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tfbv900-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tfbv900-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tfbv900-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tfbv900-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tffg676-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tffg676-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tffg676-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tffg676-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tffg676-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg676-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg676-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tffg676-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tffg676-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tffg676-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffg676-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffg676-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffg676-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffg676-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg676-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg676-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffg676-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffg676-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffg676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffg676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffg676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffg676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffg676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffg676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffg676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffg676-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffg676-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffg676-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffg676-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tffg676-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg676-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg676-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffg676-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffg676-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tffg900-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tffg900-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tffg900-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tffg900-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tffg900-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg900-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg900-1,137,11.991,3,4,0,2
1,280,280,kintex7,xc7k410tffg900-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffg900-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffg900-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffg900-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffg900-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg900-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg900-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffg900-2,143,11.981,3,8,0,1
