N,WIDTH,HEIGHT,FAMILY,FPGA_PART,Frequency,Latency,DSP,LUT,FF,BRAM
30,1024,1024,kintex7,xc7k410tffg900-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffg900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffg900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffg900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffg900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffg900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffg900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffg900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffg900-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffg900-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffg900-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffg900-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tffg900-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffg900-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tffg900-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffg900-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffg900-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tffv676-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tffv676-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tffv676-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tffv676-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tffv676-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv676-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv676-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv676-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv676-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tffv676-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffv676-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffv676-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffv676-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffv676-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv676-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv676-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv676-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv676-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffv676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffv676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffv676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffv676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffv676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffv676-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffv676-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffv676-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffv676-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tffv676-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv676-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv676-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv676-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv676-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tffv900-1,146,1.694,0,0,0,1
1,320,320,kintex7,xc7k410tffv900-1,146,2.192,0,0,0,1
10,320,320,kintex7,xc7k410tffv900-1,137,1.226,3,4,0,2
1,512,512,kintex7,xc7k410tffv900-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k410tffv900-1,137,3.067,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv900-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv900-1,137,11.991,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv900-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv900-1,137,11.643,4,11,0,2
1,280,280,kintex7,xc7k410tffv900-2,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffv900-2,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffv900-2,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffv900-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffv900-2,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv900-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv900-2,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv900-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv900-2,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffv900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffv900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffv900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffv900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tffv900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tffv900-3,158,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tffv900-3,158,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tffv900-3,139,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tffv900-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k410tffv900-3,139,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tffv900-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k410tffv900-3,139,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tffv900-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tffv900-3,139,11.633,4,11,0,2
1,280,280,kintex7,xc7k410tiffv900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tiffv900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tiffv900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tiffv900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tiffv900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tiffv900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tiffv900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tiffv900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tiffv900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tiffv676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tiffv676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tiffv676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tiffv676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tiffv676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tiffv676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tiffv676-2L,143,11.981,3,4,0,2
1,280,280,kintex7,xc7k410tiffg900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tiffg900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tiffg900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tiffg900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tiffg900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tiffg900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tiffg900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tiffg900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tiffg900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tiffg676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tiffg676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tiffg676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tiffg676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tiffg676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tiffg676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tiffg676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tiffg676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tiffg676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tifbv900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tifbv900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tifbv900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tifbv900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tifbv900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tifbv900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tifbv900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tifbv900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tifbv900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tifbv676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tifbv676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tifbv676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tifbv676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tifbv676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tifbv676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tifbv676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tifbv676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tifbv676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tifbg900-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tifbg900-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tifbg900-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tifbg900-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tifbg900-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tifbg900-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tifbg900-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tifbg900-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tifbg900-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k410tifbg676-2L,149,1.691,0,0,0,1
1,320,320,kintex7,xc7k410tifbg676-2L,149,2.189,0,0,0,1
10,320,320,kintex7,xc7k410tifbg676-2L,143,1.222,3,4,0,2
1,512,512,kintex7,xc7k410tifbg676-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k410tifbg676-2L,143,3.062,3,4,0,2
1,1024,1024,kintex7,xc7k410tifbg676-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k410tifbg676-2L,143,11.981,3,4,0,2
20,1024,1024,kintex7,xc7k410tifbg676-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k410tifbg676-2L,143,11.633,4,12,0,2
1,280,280,kintex7,xc7k420tffg1156-1,146,1.694,0,0,0,0
1,320,320,kintex7,xc7k420tffg1156-1,146,2.192,0,0,0,0
10,320,320,kintex7,xc7k420tffg1156-1,137,1.226,3,4,0,1
1,512,512,kintex7,xc7k420tffg1156-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k420tffg1156-1,137,3.067,3,4,0,1
1,1024,1024,kintex7,xc7k420tffg1156-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k420tffg1156-1,137,11.991,3,4,0,1
20,1024,1024,kintex7,xc7k420tffg1156-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k420tffg1156-1,137,11.643,3,11,0,2
1,280,280,kintex7,xc7k420tffg1156-2,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffg1156-2,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffg1156-2,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffg1156-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tffg1156-2,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffg1156-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tffg1156-2,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffg1156-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffg1156-2,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tffg1156-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffg1156-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffg1156-2L,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffg1156-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tffg1156-2L,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffg1156-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tffg1156-2L,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffg1156-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffg1156-2L,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tffg1156-3,158,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffg1156-3,158,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffg1156-3,139,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffg1156-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k420tffg1156-3,139,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffg1156-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k420tffg1156-3,139,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffg1156-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffg1156-3,139,11.633,3,11,0,2
1,280,280,kintex7,xc7k420tffg901-1,146,1.694,0,0,0,0
1,320,320,kintex7,xc7k420tffg901-1,146,2.192,0,0,0,0
1,280,280,kintex7,xc7k420tffg901-3,158,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffg901-3,158,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffg901-3,139,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffg901-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k420tffg901-3,139,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffg901-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k420tffg901-3,139,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffg901-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffg901-3,139,11.633,3,11,0,2
1,280,280,kintex7,xc7k420tffv1156-1,146,1.694,0,0,0,0
1,320,320,kintex7,xc7k420tffv1156-1,146,2.192,0,0,0,0
10,320,320,kintex7,xc7k420tffv1156-1,137,1.226,3,4,0,1
1,512,512,kintex7,xc7k420tffv1156-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k420tffv1156-1,137,3.067,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv1156-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv1156-1,137,11.991,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv1156-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv1156-1,137,11.643,3,11,0,2
1,280,280,kintex7,xc7k420tffv1156-2,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffv1156-2,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffv1156-2,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffv1156-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tffv1156-2,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv1156-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv1156-2,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv1156-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv1156-2,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tffv1156-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffv1156-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffv1156-2L,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffv1156-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tffv1156-2L,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv1156-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv1156-2L,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv1156-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv1156-2L,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tffv1156-3,158,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffv1156-3,158,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffv1156-3,139,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffv1156-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k420tffv1156-3,139,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv1156-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv1156-3,139,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv1156-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv1156-3,139,11.633,3,11,0,2
1,280,280,kintex7,xc7k420tffv901-1,146,1.694,0,0,0,0
1,320,320,kintex7,xc7k420tffv901-1,146,2.192,0,0,0,0
10,320,320,kintex7,xc7k420tffv901-1,137,1.226,3,4,0,1
1,512,512,kintex7,xc7k420tffv901-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k420tffv901-1,137,3.067,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv901-1,139,21.914,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv901-1,137,11.991,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv901-1,137,11.991,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv901-1,137,11.643,3,11,0,2
1,280,280,kintex7,xc7k420tffv901-2,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffv901-2,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffv901-2,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffv901-2,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tffv901-2,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv901-2,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv901-2,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv901-2,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv901-2,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tffv901-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffv901-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffv901-2L,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffv901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tffv901-2L,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv901-2L,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv901-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv901-2L,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tffv901-3,158,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tffv901-3,158,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tffv901-3,139,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tffv901-3,138,5.535,0,0,0,1
10,512,512,kintex7,xc7k420tffv901-3,139,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tffv901-3,138,21.893,0,0,0,1
10,1024,1024,kintex7,xc7k420tffv901-3,139,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tffv901-3,139,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tffv901-3,139,11.633,3,11,0,2
1,280,280,kintex7,xc7k420tiffv901-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tiffv901-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tiffv901-2L,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tiffv901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tiffv901-2L,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tiffv901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tiffv901-2L,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tiffv901-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tiffv901-2L,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tiffv1156-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tiffv1156-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tiffv1156-2L,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tiffv1156-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tiffv1156-2L,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tiffv1156-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tiffv1156-2L,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tiffv1156-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tiffv1156-2L,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tiffg901-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tiffg901-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tiffg901-2L,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tiffg901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tiffg901-2L,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tiffg901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tiffg901-2L,143,11.981,3,4,0,1
20,1024,1024,kintex7,xc7k420tiffg901-2L,143,11.981,3,8,0,1
30,1024,1024,kintex7,xc7k420tiffg901-2L,143,11.633,3,12,0,2
1,280,280,kintex7,xc7k420tiffg1156-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k420tiffg1156-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k420tiffg1156-2L,143,1.222,3,4,0,1
1,512,512,kintex7,xc7k420tiffg1156-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k420tiffg1156-2L,143,3.062,3,4,0,1
1,1024,1024,kintex7,xc7k420tiffg1156-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k420tiffg1156-2L,143,11.981,3,4,0,1
1,280,280,kintex7,xc7k480tiffv901-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k480tiffv901-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k480tiffv901-2L,143,1.222,3,3,0,1
1,512,512,kintex7,xc7k480tiffv901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k480tiffv901-2L,143,3.062,3,3,0,1
1,1024,1024,kintex7,xc7k480tiffv901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k480tiffv901-2L,143,11.981,3,3,0,1
20,1024,1024,kintex7,xc7k480tiffv901-2L,143,11.981,3,7,0,1
30,1024,1024,kintex7,xc7k480tiffv901-2L,143,11.633,3,10,0,2
1,280,280,kintex7,xc7k480tiffv1156-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k480tiffv1156-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k480tiffv1156-2L,143,1.222,3,3,0,1
1,512,512,kintex7,xc7k480tiffv1156-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k480tiffv1156-2L,143,3.062,3,3,0,1
1,1024,1024,kintex7,xc7k480tiffv1156-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k480tiffv1156-2L,143,11.981,3,3,0,1
20,1024,1024,kintex7,xc7k480tiffv1156-2L,143,11.981,3,7,0,1
30,1024,1024,kintex7,xc7k480tiffv1156-2L,143,11.633,3,10,0,2
1,280,280,kintex7,xc7k480tiffg901-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k480tiffg901-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k480tiffg901-2L,143,1.222,3,3,0,1
1,512,512,kintex7,xc7k480tiffg901-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k480tiffg901-2L,143,3.062,3,3,0,1
1,1024,1024,kintex7,xc7k480tiffg901-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k480tiffg901-2L,143,11.981,3,3,0,1
20,1024,1024,kintex7,xc7k480tiffg901-2L,143,11.981,3,7,0,1
30,1024,1024,kintex7,xc7k480tiffg901-2L,143,11.633,3,10,0,2
1,280,280,kintex7,xc7k480tiffg1156-2L,149,1.691,0,0,0,0
1,320,320,kintex7,xc7k480tiffg1156-2L,149,2.189,0,0,0,0
10,320,320,kintex7,xc7k480tiffg1156-2L,143,1.222,3,3,0,1
1,512,512,kintex7,xc7k480tiffg1156-2L,144,5.54,0,0,0,1
10,512,512,kintex7,xc7k480tiffg1156-2L,143,3.062,3,3,0,1
1,1024,1024,kintex7,xc7k480tiffg1156-2L,145,21.903,0,0,0,1
10,1024,1024,kintex7,xc7k480tiffg1156-2L,143,11.981,3,3,0,1
20,1024,1024,kintex7,xc7k480tiffg1156-2L,143,11.981,3,7,0,1
30,1024,1024,kintex7,xc7k480tiffg1156-2L,143,11.633,3,10,0,2
1,280,280,kintex7,xc7k480tffv901-1,146,1.694,0,0,0,0
1,320,320,kintex7,xc7k480tffv901-1,146,2.192,0,0,0,0
10,320,320,kintex7,xc7k480tffv901-1,137,1.226,3,3,0,1
1,512,512,kintex7,xc7k480tffv901-1,139,5.545,0,0,0,1
10,512,512,kintex7,xc7k480tffv901-1,137,3.067,3,3,0,1
1,1024,1024,kintex7,xc7k480tffv901-1,139,21.914,0,0,0,1
